CNN,street1,street2,street3,street4
27696000,36TH AVE,NORIEGA ST,,
8922000,MCKINNON AVE,LANE ST,,
6857000,HEAD ST,SHIELDS ST,,
13740000,YALE ST,SILVER AVE,,
9671000,NORIEGA ST,SUNSET BLVD,,
24645000,KEARNY ST,GEARY ST,,
15110003,ROSA PARKS LN,MAXWELL CT,,
11497000,SAN MARCOS AVE,END,,
50196000,RUSSIAN HILL PL,END,,
20510000,CERES ST,WILLIAMS AVE,,
13517000,WEBB PL,MASON ST,,
20334000,RUTLAND ST,TIOGA AVE,,
27065000,PARNASSUS AVE,03RD AVE,,
50227000,MARK LN,HARLAN PL,,
25529000,HOUSTON ST,JONES ST,,
5426000,FAXON AVE,HOLLOWAY AVE,,
50576000,LAKE FOREST CT,END,,
19899000,VISTA VIEW CT,WHITECLIFF WAY,,
27499000,20TH AVE,ANZA ST,,
20639000,WOOLSEY ST,GOETTINGEN ST,,
26305000,WOODLAND AVE,PARNASSUS AVE,,
24233000,10TH ST,FOLSOM ST,,
8646000,MANGELS AVE,HAMERTON AVE,,
25500000,VALPARAISO ST,ROACH ST,,
10462000,PINE ST,KEARNY ST,,
5243000,ERVINE ST,WILDE AVE,,
6943101,HOLLADAY AVE,PERALTA AVE,,
5099000,EDNA ST,STAPLES AVE,,
51279000,PARK BLVD,WASHINGTON BLVD,,
19425000,LEGION OF HONOR DR,EL CAMINO DEL MAR,,
23219000,SLOAT BLVD,26TH AVE,,
23864000,15TH ST,SAN BRUNO AVE,,
25821000,17TH ST,END,,
7581000,JONES ST,CLAY ST,,
25578000,HYDE ST,BERGEN ALY,,
30050000,DAVIS ST,CLAY ST,,
9230000,MOLIMO DR,MYRA WAY,,
54211000,DIAMOND COVE TER,CANDLESTICK COVE WAY,,
4462000,COTTER ST,MISSION ST,,
6353000,GOULD ST,PAUL AVE,,
51985000,QUARRY RD,END,,
26203000,TEMPLE ST,SATURN ST,,
51964000,FITZGERALD AVE,SHIP ST,,
54199000,UNNAMED 188,EAST BEACH RD,,
51163000,MONTE VISTA DR,END,,
258000,04TH ST,CLARA ST,,
571000,14TH AVE,RIVERA ST,,
11662000,SAUL ST,CASE ST,,
183000,03RD ST,MISSION CREEK,,
10565000,POLK ST,SUTTER ST,,
23742000,DE HARO ST,19TH ST,,
13327000,VISITACION AVE,SCHWERIN ST,,
1192000,22ND ST,BARTLETT ST,,
25555000,GREENWICH ST,SOUTHARD PL,,
1917000,41ST AVE,ORTEGA ST,,
189201,03RD ST,19TH ST,,
20572000,MANSELL ST,GIRARD ST,,
51980000,LOEHR ST,END,,
52156000,HWY 101 S ON RAMP,HWY 101 SOUTHBOUND,,
50541000,MILLWRIGHT COTTAGE ACCESS RD,END,,
7291000,IRVING ST,14TH AVE,,
20128000,WHITFIELD CT,LA SALLE AVE,,
19981001,04TH ST,CHANNEL ST,,
27320000,NORIEGA ST,18TH AVE,,
12884000,UNIVERSITY ST,BACON ST,,
13166101,VAN NESS AVE,GREEN ST,,
4777201,DIAMOND HEIGHTS BLVD,DUNCAN ST,,
13526000,WEBSTER ST,OAK ST,,
26052000,HAYES ST,SCOTT ST,,
26329000,PIEDMONT ST,MASONIC AVE,,
21870000,CHENERY ST,ROANOKE ST,,
9870000,OCEAN AVE,MORNINGSIDE DR,,
24997000,JOICE ST,SACRAMENTO ST,,
26872000,DIVISADERO ST,UNION ST,,
21607000,BRAZIL AVE,LA GRANDE AVE,,
19968000,KAMILLE CT,HARRISON ST,,
13267000,VICENTE ST,40TH AVE,,
33722000,SAGAMORE ST,SAN JOSE AVE,,
9334000,MORAGA ST,AUTO DR,,
4279000,COLON AVE,MONTECITO AVE,,
20771000,HALE ST,SAN BRUNO AVE,,
23759000,18TH ST,RHODE ISLAND ST,,
13333000,VISTA LN,BURNETT AVE,,
10755000,PRENTISS ST,EUGENIA AVE,,
5477000,FELTON ST,OXFORD ST,,
50840000,VISITACION AVE,END,,
10576000,POLK ST,BROADWAY,,
25853000,MCCOPPIN ST,VALENCIA ST,,
7052000,HOWARD ST,09TH ST,,
6295000,GONZALEZ DR,CARDENAS AVE,,
24753000,LEIDESDORFF ST,COMMERCIAL ST,,
25322000,VALLEJO ST,MARGRAVE PL,,
19035000,BAYVIEW CIR,WHITECLIFF WAY,,
13521000,WEBSTER ST,GERMANIA ST,,
7600000,JONES ST,BAY ST,,
34029000,CALIFORNIA AVE,AVENUE F,,
994000,19TH ST,DANVERS ST,,
918101,19TH AVE,QUINTARA ST,,
4426000,CORTLAND AVE,ANDOVER ST,,
23813000,RITCH ST,BRANNAN ST,,
8352101,LINCOLN WAY,14TH AVE,,
26846000,PRESIDIO AVE,CALIFORNIA ST,,
20749000,PALOU AVE,RANKIN ST,,
25364000,COLUMBUS AVE,UNION ST,,
24164000,MISSION ST,CLARION ALY,,
27466000,OVERLOOK DR,MIDDLE WEST DR,,
52086000,CHURCH PARKING LOT,END,,
12314000,SUTRO HEIGHTS AVE,47TH AVE,,
34168000,04TH ST,LONG BRIDGE ST,,
23208000,RIVERA ST,21ST AVE,,
3815000,CASTRO ST,LAIDLEY ST,,
20961000,AMHERST ST,SILVER AVE,,
27464000,TRANSVERSE DR,JOHN F KENNEDY DR,,
50143000,MARGRAVE PL,END,,
8418000,LOBOS ST,CAPITOL AVE,,
22444000,WOODSIDE AVE,ULLOA ST,,
23118000,EUCALYPTUS DR,24TH AVE,,
4407000,CORNWALL ST,04TH AVE,,
12516000,TERESITA BLVD,LOS PALMOS DR,,
20556000,HARKNESS AVE,SAN BRUNO AVE,,
22142000,JOOST AVE,CONGO ST,,
28010000,48TH AVE,ANZA ST,,
5398000,FAIRMOUNT ST,WHITNEY ST,,
27377000,LINCOLN WAY,20TH AVE,,
5263000,ESTERO AVE,MONTICELLO ST,,
8877000,MAYFLOWER ST,BRADFORD ST,,
23397000,31ST AVE,QUINTARA ST,,
4423000,CORTLAND AVE,BOCANA ST,,
34043000,AVENUE B,04TH TI ST,,
5937000,FULTON ST,30TH AVE,,
2555000,AVALON AVE,MISSION ST,,
52066000,ORIZABA AVE,END,,
7244000,INGERSON AVE,ALVORD ST,,
54378000,HWY 101 NORTHBOUND,HWY 101 N OFF RAMP,,
10866000,QUINTARA ST,30TH AVE,,
5187000,ELLIS ST,FILLMORE ST,,
8899001,MCALLISTER ST,WEBSTER ST,,
33487000,HIGUERA AVE,VIDAL DR,,
24554000,MISSION ST,BEALE ST,,
26766000,STEINER ST,PIXLEY ST,,
20817000,OAKDALE AVE,PATTERSON ST,,
32986000,CRESTLINE DR,VISTA LN,,
4762000,DIAMOND ST,MORELAND ST,,
52264000,HWY 101 S ON RAMP,HWY 101 SOUTHBOUND,,
23135000,GELLERT DR,MIDDLEFIELD DR,,
22001000,GOLD MINE DR,TOPAZ WAY,,
50227000,HARLAN PL,MARK LN,,
20383000,ELLIOT ST,LELAND AVE,,
4868201,DOLORES ST,17TH ST,,
11663000,SAUL ST,HUNTER ST,,
15060000,LANGDON CT,LINCOLN BLVD,,
5534000,FILLMORE ST,HAIGHT ST,,
23823000,TOWNSEND ST,05TH ST,,
25925000,OCTAVIA ST,HAYES ST,,
7673000,JUDAH ST,SUNSET BLVD,,
23752000,MARIPOSA ST,DE HARO ST,,
21775000,COTTER ST,MISSION ST,,
23499000,ULLOA ST,46TH AVE,,
3444000,BUSH ST,POLK ST,,
19319000,I-280 S OFF RAMP,I-280 SOUTHBOUND,,
52259000,INDUSTRIAL ST,HWY 101 S ON RAMP,,
7958002,LAGUNA ST,LARCH ST,,
21315000,HEYMAN AVE,COLERIDGE ST,,
20273000,LATHROP AVE,TOCOLOMA AVE,,
22953000,15TH AVE,VICENTE ST,,
7622000,JUAN BAUTISTA CIR,FONT BLVD,,
21130000,MONTCALM ST,ALABAMA ST,,
50617000,NANTUCKET AVE,END,,
19052000,BROOKS ST,BAKER CT,,
3994000,CHILTON AVE,END,,
23089000,23RD AVE,EUCALYPTUS DR,,
8265000,LEAVENWORTH ST,HAVENS ST,,
3111000,BRENTWOOD AVE,YERBA BUENA AVE,,
24077000,FOLSOM ST,22ND ST,,
2040000,47TH AVE,BALBOA ST,,
8608000,MADRID ST,PERSIA AVE,,
12117000,STEINER ST,HERMANN ST,,
33145000,CARROLL AVE,ARELIOUS WALKER DR,,
19138000,GIRARD RD,LINCOLN BLVD,,
5037000,EARL ST,INDIA ST,,
51311000,INCINERATOR RD,END,,
22358000,STANFORD HEIGHTS AVE,BELLA VISTA WAY,,
20393000,HAHN ST,LELAND AVE,,
5556000,FILLMORE ST,WASHINGTON ST,,
6040103,GEARY BLVD,BUCHANAN ST,,
11297000,SAINT FRANCIS BLVD,SAN LEANDRO WAY,,
22232000,FOERSTER ST,MONTEREY BLVD,,
24710000,HOTALING PL,WASHINGTON ST,,
19640003,PORTOLA ST,MCRAE ST,,
4719000,DERBY ST,END,,
26805000,DIVISADERO ST,GARDEN ST,,
5809000,FRANKLIN ST,ELM ST,,
11819000,SHIP ST,END,,
5799000,FRANKLIN ST,HICKORY ST,,
13307000,VILLA TER,TWIN PEAKS BLVD,,
30754000,GOUGH ST,MARKET ST,,
13451000,WASHINGTON ST,MAPLE ST,,
5501000,FILBERT ST,JASPER PL,,
33600000,PLYMOUTH AVE,END,,
6208000,GIRARD ST,WILDE AVE,,
22645000,MONTEREY BLVD,VALDEZ AVE,,
54124000,YERBA BUENA LN,MARKET ST,,
21181000,ANDERSON ST,CRESCENT AVE,,
9493000,NAPLES ST,RUSSIA AVE,,
569203,14TH AVE,FANNING WAY,,
27044000,LINARES AVE,VENTURA AVE,,
53064000,PALO ALTO AVE,MARVIEW WAY,,
20802000,NEWCOMB AVE,TOLAND ST,,
8478000,LONDON ST,AMAZON AVE,,
25391000,JACK MICHELINE ALY,GRANT AVE,,
20499000,REVERE AVE,LANE ST,,
7909000,KRAMER PL,END,,
23646000,INDIANA ST,20TH ST,,
9105000,MISSION ST,09TH ST,,
21250000,CORTLAND AVE,ELSIE ST,,
8930000,MCKINNON AVE,UPTON ST,,
4482000,CRAUT ST,NEY ST,,
10413000,PHOENIX TER,END,,
21412000,NAPLES ST,AMAZON AVE,,
24604000,ECKER ST,JESSIE ST,,
13385000,WALNUT ST,SACRAMENTO ST,,
27116000,PACHECO ST,12TH AVE,,
8318000,LEXINGTON ST,18TH ST,,
6819000,HAYES ST,BUCHANAN ST,,
33556000,JEAN WAY,ANZA ST,,
6270000,GOLDEN GATE AVE,WEBSTER ST,,
7789000,KEITH ST,VAN DYKE AVE,,
24284000,MARY ST,MINNA ST,,
24861000,BATTERY ST,GREENWICH ST,,
699001,16TH ST,OWENS ST,,
2963000,BESSIE ST,END,,
20692000,QUINT ST,OAKDALE AVE,,
10927000,RANKIN ST,DAVIDSON AVE,,
24665000,SUTTER ST,CLAUDE LN,,
54053000,REY ST,GARRISON AVE,,
4167000,CLEMENT ST,17TH AVE,,
25518000,LEAVENWORTH ST,GREENWICH ST,,
11878000,SILLIMAN ST,HOLYOKE ST,,
5525000,FILBERT ST,SCOTT ST,,
4929000,DORE ST,HOWARD ST,,
5284000,EUCALYPTUS DR,SPRINGFIELD DR,,
5138000,ELDRIDGE ST,END,,
6213000,GLADSTONE DR,SUNGLOW LN,,
8778000,MARNE AVE,PORTOLA DR,,
8956000,MENDELL ST,EVANS AVE,,
5493000,FILBERT ST,DARRELL PL,,
27659000,LAKE ST,27TH AVE,,
27647000,CALIFORNIA ST,23RD AVE,,
26734000,GREENWICH ST,BUCHANAN ST,,
52161000,I-280 NORTHBOUND,I-280 N OFF RAMP,,
27317000,ORTEGA ST,ANGLO ALY,,
20385000,RAYMOND AVE,ELLIOT ST,,
20114000,INGALLS ST,BANCROFT AVE,,
9568000,NEWHALL ST,INNES AVE,,
26301000,GRATTAN ST,STANYAN ST,,
3922000,CHENERY ST,MATEO ST,,
33017000,LASSEN ALY,TERESITA BLVD,,
33299000,FRANCONIA ST,POWHATTAN AVE,,
4244000,COLE ST,PARNASSUS AVE,,
6338000,GOUGH ST,CALIFORNIA ST,,
50747000,INDIA ST,END,,
24140000,17TH ST,CAPP ST,,
2767000,BATTERY ST,UNION ST,,
6994201,HOLLOWAY AVE,STRATFORD DR,,
13146101,VAN NESS AVE,GROVE ST,,
23698000,WISCONSIN ST,CORAL RD,,
9799000,OAKDALE AVE,PATTERSON ST,,
26934000,EUCLID AVE,COMMONWEALTH AVE,,
20847000,MANSELL ST,HAMILTON ST,,
25535000,JONES ST,BAY ST,,
1702000,32ND AVE,CLEMENT ST,,
13254000,VICENTE ST,28TH AVE,,
20484000,KEITH ST,UNDERWOOD AVE,,
7475000,JENNINGS ST,REVERE AVE,,
20480000,PAUL AVE,EXETER ST,,
21730000,FRANCE AVE,PARIS ST,,
22431000,JUANITA WAY,DEL SUR AVE,,
50239000,PARKHURST ALY,END,,
6006000,GARFIELD ST,BRIGHT ST,,
23618000,TUBBS ST,INDIANA ST,,
12284201,SUNSET BLVD,RIVERA ST,,
11639000,SANTIAGO ST,47TH AVE,,
26960000,LYON ST,GREENWICH ST,,
27189000,BOWLING GREEN DR,NANCY PELOSI DR,,
22497000,ORIZABA AVE,RANDOLPH ST,,
20087000,HUDSON AVE,BERTHA LN,,
54120000,REY ST,HERITAGE LN,,
8619202,MAGELLAN AVE,UNNAMED 036,,
32956000,TWIN PEAKS BLVD,PALO ALTO AVE,,
13101000,VALLEJO ST,FLORENCE ST,,
15167000,JESSIE EAST ST,JESSIE ST,,
4269000,COLLINGWOOD ST,MARKET ST,,
6061101,GEARY BLVD,05TH AVE,,
26437000,SHRADER ST,FELL ST,,
20429000,PARQUE DR,ESQUINA DR,,
9122001,MISSION ST,20TH ST,,
27366000,19TH AVE,JUDAH ST,,
12880000,UNIVERSITY ST,SILVER AVE,,
24262000,FOLSOM ST,07TH ST,,
33333000,SILVER AVE,COLBY ST,,
12047000,SPEAR ST,FOLSOM ST,,
4884101,DOLORES ST,27TH ST,,
27554000,GEARY BLVD,26TH AVE,,
32985000,PARKRIDGE DR,VISTA LN,,
26612000,PIERCE ST,ELLIS ST,,
51632000,MARIN ST,END,,
23904000,04TH ST,PERRY ST,,
20067000,GRIFFITH ST,REVERE AVE,,
22767000,APTOS AVE,DARIEN WAY,,
11944102,SKYLINE BLVD,JOHN MUIR DR,,
7393000,JACKSON ST,WALL PL,,
11498000,SAN MIGUEL ST,NIAGARA AVE,,
27896000,GEARY BLVD,39TH AVE,,
9288202,MONTEREY BLVD,SAN ANDREAS WAY,,
4240000,COLE ST,WALLER ST,,
11024000,RIDGE LN,MAJESTIC AVE,,
3484000,CABRILLO ST,17TH AVE,,
33846000,MARYLAND ST,20TH ST,,
27879000,42ND AVE,CABRILLO ST,,
5998000,GARCES DR,VIDAL DR,,
9780000,OAK PARK DR,END,,
27946000,45TH AVE,JUDAH ST,,
9004000,MIDCREST WAY,PANORAMA DR,,
7077000,HUDSON AVE,KEITH ST,,
10457000,PINE ST,CENTURY PL,,
24486000,FEDERAL ST,02ND ST,,
8855000,MASONIC AVE,HAIGHT ST,,
8354201,LINCOLN WAY,16TH AVE,,
9692000,NORTH POINT ST,JONES ST,,
22740000,HOLLOWAY AVE,BEVERLY ST,,
26908000,COLLINS ST,GEARY BLVD,,
10948000,REARDON RD,KISKA RD,,
12056000,SPROULE LN,SACRAMENTO ST,,
22417000,MOUNTVIEW CT,PANORAMA DR,,
13399000,WARREN DR,CHRISTOPHER DR,,
23056000,VARELA AVE,HOLLOWAY AVE,,
24555000,MISSION ST,SPEAR ST,,
20494000,LANE ST,YOSEMITE AVE,,
26905000,WOOD ST,GEARY BLVD,,
9774000,OAK PARK DR,WARREN DR,,
22714000,HOLLOWAY AVE,CORONA ST,,
32870000,ORTEGA ST,AERIAL WAY,,
51002000,SOUTH HILL BLVD,COUNTY LINE,,
27942000,LINCOLN WAY,GREAT HWY,,
10949000,REBECCA LN,KEITH ST,,
21188000,TOMPKINS AVE,ANDERSON ST,,
20708000,INDIANA ST,CESAR CHAVEZ ST,,
5324000,EVANS AVE,EARL ST,,
19386000,I-80 WESTBOUND,I-80 W ON RAMP,,
209201,03RD ST,LA SALLE AVE,,
6748000,HARRISON ST,18TH ST,,
25244000,WASHINGTON ST,PRIEST ST,,
11482000,SAN JUAN AVE,UNNAMED 041,,
26845000,EUCLID AVE,MASONIC AVE,,
20359000,RAYMOND AVE,DELTA ST,,
24837000,CALHOUN TER,UNION ST,,
28003000,POINT LOBOS AVE,47TH AVE,,
20531000,THORNTON AVE,TOPEKA AVE,,
10704000,POWELL ST,BAY ST,,
15215000,IRONWOOD WAY,FAIRFAX AVE,,
11814000,SHIELDS ST,RALSTON ST,,
26465000,TURK BLVD,KITTREDGE TER,,
4843000,DIVISION ST,SAN BRUNO AVE,,
9822101,OCEAN AVE,PLYMOUTH AVE,,
7115000,HYDE ST,GOLDEN GATE AVE,,
1647000,30TH AVE,SPRECKELS LAKE DR,,
12484000,TENNESSEE ST,19TH ST,,
7995000,LAGUNA HONDA BLVD,BALCETA AVE,,
777000,17TH ST,ARKANSAS ST,,
23706000,MADERA ST,ARKANSAS ST,,
19051000,BROOKS ST,LINCOLN BLVD,,
24423000,10TH ST,JESSIE ST,,
22472000,PLYMOUTH AVE,FARALLONES ST,,
26178000,LOWER TER,ROOSEVELT WAY,,
3421000,BUSH ST,SANSOME ST,,
526000,12TH AVE,CABRILLO ST,,
4628000,DE HARO ST,ALAMEDA ST,,
22970000,MADRONE AVE,TARAVAL ST,,
11403000,SAN CARLOS ST,SYCAMORE ST,,
21716000,LISBON ST,BRAZIL AVE,,
1153000,22ND AVE,VICENTE ST,,
10118000,PACIFIC AVE,FRONT ST,,
4691000,DELLBROOK AVE,OLYMPIA WAY,,
7931202,LA SALLE AVE,LINDSAY CIR,,
22487000,DE LONG ST,HEAD ST,,
20610000,BAY SHORE BLVD,FITZGERALD AVE,,
10377000,PERU AVE,MADRID ST,,
8554000,LYON ST,HAIGHT ST,,
7318000,IRVING ST,40TH AVE,,
24929000,EDDY ST,JONES ST,,
30070000,OCTAVIA ST,OAK ST,,
26860000,WASHINGTON ST,BRODERICK ST,,
24631000,MINNA ST,04TH ST,,
23089000,EUCALYPTUS DR,23RD AVE,,
7029000,HOWARD ST,SPEAR ST,,
25651000,VICKSBURG ST,23RD ST,,
7473000,JENNINGS ST,PALOU AVE,,
52268000,HWY 101 NORTHBOUND,END,,
21171000,PRECITA AVE,HARRISON ST,,
13725000,WOOLSEY ST,BRUSSELS ST,,
8299000,LELAND AVE,SCHWERIN ST,,
51176000,WEDEMEYER ST,14TH AVE,,
23521000,48TH AVE,PACHECO ST,,
5625000,FLORIDA ST,20TH ST,,
9246000,MONO ST,END,,
22494000,ORIZABA AVE,BROAD ST,,
20615000,TOPEKA AVE,BRIDGEVIEW DR,,
26405000,DOWNEY ST,WALLER ST,,
21022000,WATERLOO ST,MARENGO ST,,
10920000,RANDOLPH ST,ARCH ST,,
9020000,MIDWAY ST,FRANCISCO ST,,
7710202,JUNIPERO SERRA BLVD,FONT BLVD,,
23411000,RIVERA ST,SUNSET BLVD,,
27284000,06TH AVE,GEARY BLVD,,
20010000,GILROY ST,JAMESTOWN AVE,,
8667101,MANSELL ST,BRUSSELS ST,,
25843000,BROSNAN ST,GUERRERO ST,,
22057000,ONEIDA AVE,CAYUGA AVE,,
24779000,JACKSON ST,WENTWORTH PL,,
51479000,TORNEY AVE,OREILLY AVE,,
54021000,ALBATROSS CT,END,,
23983000,LUCKY ST,26TH ST,,
21251000,SANTA MARINA ST,ELSIE ST,,
50688000,HARLOW ST,END,,
10749000,PRECITA AVE,ALABAMA ST,,
24163000,SYCAMORE ST,MISSION ST,,
26223000,TWIN PEAKS BLVD,CHRISTMAS TREE POINT RD,,
25802000,NOE ST,FORD ST,,
8612000,MADRID ST,AMAZON AVE,,
27766000,NORIEGA ST,42ND AVE,,
20673000,PHELPS ST,MCKINNON AVE,,
7547000,JOHN F KENNEDY DR,BERNICE RODGERS WAY,,
27417000,IRVING ST,22ND AVE,,
12978000,UNNAMED 108,END,,
10292001,PARNASSUS AVE,HILL POINT AVE,,
9478000,NAGLEE AVE,ALEMANY BLVD,,
25545000,EASTMAN ST,UNION ST,,
11703000,SCOTT ST,CALIFORNIA ST,,
23798000,04TH ST,KING ST,,
24456000,GOUGH ST,PAGE ST,,
51220000,EDIE RD,UNNAMED 146,,
25499000,JONES ST,VALPARAISO ST,,
21994000,DIAMOND ST,DIAMOND HEIGHTS BLVD,,
7765000,KEARNY ST,BROADWAY,,
11985000,MARTIN LUTHER KING JR DR,NANCY PELOSI DR,,
11156000,ROSEMARY CT,25TH AVE,,
27597000,06TH AVE,CORNWALL ST,,
4652000,DE LONG ST,SAN DIEGO AVE,,
12285201,SUNSET BLVD,SANTIAGO ST,,
5481000,FENTON LN,BURNETT AVE,,
22630000,SOUTHWOOD DR,MIRAMAR AVE,,
26896000,FILBERT ST,LYON ST,,
22425000,ROCKDALE DR,LA BICA WAY,,
6074101,GEARY BLVD,17TH AVE,,
25927000,LAGUNA ST,LINDEN ST,,
20712000,EVANS AVE,MARIN ST,,
19244000,HWY 101 S ON RAMP,13TH ST,,
35023000,LAUREN CT,MARY TERESA ST,,
22536000,CHESTER AVE,PAYSON ST,,
21146000,PRENTISS ST,POWHATTAN AVE,,
19524000,MASON ST,LUNDEEN ST,,
51399000,FORT MILEY 3,END,,
25589000,LARKIN ST,NORTH POINT ST,,
9149101,MISSION ST,SAINT MARYS AVE,,
28060000,SOUTH PARK,END,,
2793000,BAY ST,DIVISADERO ST,,
33438000,SICKLES AVE,ALEMANY BLVD,,
5794000,AUSTIN ST,GOUGH ST,,
12286101,SUNSET BLVD,TARAVAL ST,,
20136000,INGALLS ST,PALOU AVE,,
19419000,KOBBE AVE,GREENOUGH AVE,,
11358000,SAN BRUNO AVE,END,,
10133000,PACIFIC AVE,KEYES ALY,,
12796000,ULLOA ST,19TH AVE,,
19832002,UNNAMED 113,END,,
27774000,42ND AVE,KIRKHAM ST,,
21314000,EUGENIA AVE,COLERIDGE ST,,
25371000,LOMBARD ST,CHILD ST,,
22036000,DIAMOND HEIGHTS BLVD,GOLD MINE DR,,
11467203,SAN JOSE AVE,I-280 S OFF RAMP,,
25539000,EASTMAN ST,GREEN ST,,
12556102,THE EMBARCADERO,GREEN ST,,
12631000,TOMPKINS AVE,ANDOVER ST,,
52035000,CAYUGA AVE,CUVIER ST,,
21962000,ADDISON ST,DIGBY ST,,
13586000,WESTGATE DR,DARIEN WAY,,
7784000,KEITH ST,QUESADA AVE,,
26185000,EAGLE ST,MARKET ST,,
27750000,39TH AVE,ORTEGA ST,,
6672000,HARBOR RD,INGALLS ST,,
22629000,MIRAMAR AVE,OCEAN AVE,,
22875000,CLAREMONT BLVD,ULLOA ST,,
22574000,PLYMOUTH AVE,MONTANA ST,,
8656000,MANGELS AVE,MELROSE AVE,,
24011000,YORK ST,18TH ST,,
11775000,SEVILLE ST,ROLPH ST,,
1633000,29TH ST,SANCHEZ ST,,
26539000,WASHINGTON ST,FRANKLIN ST,,
52109000,HWY 101 NORTHBOUND,HWY 101 NORTHBOUND RAMP,,
10981000,REVERE AVE,QUINT ST,,
8700000,MARIN ST,KANSAS ST,,
26949000,MAPLE ST,WASHINGTON ST,,
20838000,WILDE AVE,DELTA ST,,
5046000,EASTMAN ST,UNION ST,,
10695000,POWELL ST,GREEN ST,,
51269000,FUNSTON AVE,PRESIDIO BLVD,,
7025000,HOTALING PL,WASHINGTON ST,,
21245000,ELLERT ST,BOCANA ST,,
5319000,EUREKA ST,19TH ST,,
9733000,OFARRELL ST,HYDE ST,,
25893000,DUBOCE AVE,FILLMORE ST,,
21246000,CORTLAND AVE,BOCANA ST,,
23387000,TARAVAL ST,31ST AVE,,
9311000,MONTGOMERY ST,BROADWAY,,
20598000,OLMSTEAD ST,BRUSSELS ST,,
51335000,STONE ST,STOREY AVE,,
20090000,LILLIAN ST,ROSIE LEE LN,,
4702000,DELTA ST,WILDE AVE,,
22232000,MONTEREY BLVD,FOERSTER ST,,
10267201,PARK PRESIDIO BLVD,CLEMENT ST,,
21863000,MILTON ST,SAN JOSE AVE,,
51629000,INDIANA ST,END,,
12270000,SUNRISE WAY,END,,
20892000,SOMERSET ST,BURROWS ST,,
9576000,NEWHALL ST,QUESADA AVE,,
7776000,KEARNY ST,BAY ST,,
2483201,CESAR CHAVEZ ST,FLORIDA ST,,
25526000,HOUSTON ST,COLUMBUS AVE,,
26561000,SACRAMENTO ST,BUCHANAN ST,,
26279000,SHRADER ST,ALMA ST,,
23483000,43RD AVE,QUINTARA ST,,
25596000,JEFFERSON ST,JONES ST,,
25858000,OCTAVIA ST,WALLER ST,,
34089000,AVENUE N,11TH TI ST,,
25519000,LURMONT TER,LEAVENWORTH ST,,
23456000,SLOAT BLVD,46TH AVE,,
7314000,IRVING ST,SUNSET BLVD,,
50567000,ROSEMARY CT,END,,
20859000,KAREN CT,SOMERSET ST,,
26672000,STEINER ST,PACIFIC AVE,,
25941000,GOUGH ST,MCALLISTER ST,,
8448000,LOMBARD ST,LEAVENWORTH ST,,
10480000,PINE ST,GOUGH ST,,
12423000,TARAVAL ST,46TH AVE,,
22098000,NIAGARA AVE,DELANO AVE,,
21435000,MORSE ST,ROYAL LN,,
8763201,MARKET ST,14TH ST,,
24679000,SANSOME ST,BUSH ST,,
51276000,KEYES AVE,LINCOLN BLVD,,
26467000,COLLINS ST,ANZA ST,,
50601000,MOUNTAIN SPRING AVE,END,,
5389001,FAIRFAX AVE,CATALINA ST,,
54044000,FULTON ST,FRIENDSHIP CT,,
19236000,HWY 101 S OFF RAMP,END,,
25335000,VALLEJO ST,STOCKTON ST,,
3085000,BRANNAN ST,BOARDMAN PL,,
6681000,HARKNESS AVE,BISHOP ST,,
27619000,FUNSTON AVE,CALIFORNIA ST,,
6090201,GEARY BLVD,33RD AVE,,
35021000,LAUREN CT,MEGAN DR,,
9486000,NAPIER LN,FILBERT ST,,
11738000,SELBY ST,DAVIDSON AVE,,
19371000,I-80 TO HWY 101 RAMP,I-80 WESTBOUND,,
26533000,LAGUNA ST,CALIFORNIA ST,,
10335000,PENNSYLVANIA AVE,20TH ST,,
5977000,FUNSTON AVE,END,,
1545000,27TH AVE,CALIFORNIA ST,,
25907000,OCTAVIA ST,ROSE ST,,
25966000,WEBSTER ST,GOLDEN GATE AVE,,
6140201,GENEVA AVE,PARIS ST,,
24536000,OSCAR ALY,CLEMENTINA ST,,
52250000,I-280 S OFF RAMP,18TH ST,,
21813000,SAN GABRIEL AVE,CAPISTRANO AVE,,
26773000,MALLORCA WAY,ALHAMBRA ST,,
26973000,LOMBARD ST,SCOTT ST,,
26847000,SACRAMENTO ST,LYON ST,,
5207000,ELMHURST DR,ROSSMOOR DR,,
4836000,DIVISION ST,DE HARO ST,,
19737000,TAYLOR RD,SHERIDAN AVE,,
1157000,22ND ST,MICHIGAN ST,,
8997000,MESA AVE,09TH AVE,,
9883101,OCTAVIA ST,LINDEN ST,,
23176000,VICENTE ST,23RD AVE,,
2248000,AMAZON AVE,EDINBURGH ST,,
9375000,MORELAND ST,FARNUM ST,,
24065000,SHOTWELL ST,23RD ST,,
50220000,CHATHAM PL,END,,
2826201,BAY SHORE BLVD,VISITACION AVE,,
52044000,DE LONG ST,PALMETTO AVE,,
9052000,MINNA ST,14TH ST,,
52073000,RESTANI STWY,END,,
9347000,MORAGA ST,22ND AVE,,
599000,14TH ST,WALTER ST,,
21119000,YORK ST,PERALTA AVE,,
22024000,26TH ST,CASTRO ST,,
26578000,LAGUNA ST,BROADWAY,,
11986000,MARTIN LUTHER KING JR DR,MUSIC CONCOURSE DR,,
8101000,LANGTON ST,HARRISON ST,,
27962000,GREAT HWY,IRVING ST,,
28136000,JACK MICHELINE ALY,KRAMER PL,,
